author,model_name,url,parameters,released,downloads,supported
google,t5gemma-9b-2b-ul2-it,https://huggingface.co/google/t5gemma-9b-2b-ul2-it,9000000000.0,2025-06-19,151,False
google,t5gemma-9b-9b-prefixlm-it,https://huggingface.co/google/t5gemma-9b-9b-prefixlm-it,9000000000.0,2025-06-19,104,False
google,t5gemma-9b-2b-prefixlm-it,https://huggingface.co/google/t5gemma-9b-2b-prefixlm-it,9000000000.0,2025-06-19,40,False
google,t5gemma-ml-ml-prefixlm-it,https://huggingface.co/google/t5gemma-ml-ml-prefixlm-it,,2025-06-19,24,False
google,gemma-3n-E2B-it,https://huggingface.co/google/gemma-3n-E2B-it,2000000000.0,2025-06-12,93189,False
google,gemma-3n-E4B-it,https://huggingface.co/google/gemma-3n-E4B-it,4000000000.0,2025-06-03,108504,False
google,medgemma-4b-it,https://huggingface.co/google/medgemma-4b-it,4000000000.0,2025-05-19,109268,False
google,medgemma-27b-text-it,https://huggingface.co/google/medgemma-27b-text-it,27000000000.0,2025-05-19,35446,False
google,gemma-3-27b-it-qat-q4_0-unquantized,https://huggingface.co/google/gemma-3-27b-it-qat-q4_0-unquantized,27000000000.0,2025-04-15,6352,False
google,gemma-3-12b-it-qat-int4-unquantized,https://huggingface.co/google/gemma-3-12b-it-qat-int4-unquantized,12000000000.0,2025-04-09,5023,False
google,gemma-3-1b-it-qat-int4-unquantized,https://huggingface.co/google/gemma-3-1b-it-qat-int4-unquantized,1000000000.0,2025-04-09,1988,False
google,gemma-3-4b-it-qat-int4-unquantized,https://huggingface.co/google/gemma-3-4b-it-qat-int4-unquantized,4000000000.0,2025-04-09,1963,False
google,gemma-3-12b-it-qat-q4_0-unquantized,https://huggingface.co/google/gemma-3-12b-it-qat-q4_0-unquantized,12000000000.0,2025-04-08,2644,False
google,gemma-3-4b-it-qat-q4_0-unquantized,https://huggingface.co/google/gemma-3-4b-it-qat-q4_0-unquantized,4000000000.0,2025-04-08,2342,False
google,gemma-3-1b-it-qat-q4_0-unquantized,https://huggingface.co/google/gemma-3-1b-it-qat-q4_0-unquantized,1000000000.0,2025-04-08,1849,False
google,txgemma-9b-chat,https://huggingface.co/google/txgemma-9b-chat,9000000000.0,2025-03-21,2911,False
google,txgemma-27b-chat,https://huggingface.co/google/txgemma-27b-chat,27000000000.0,2025-03-21,1299,False
google,gemma-3-27b-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-3-27b-it-qat-q4_0-gguf,27000000000.0,2025-03-20,7522,False
google,gemma-3-12b-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-3-12b-it-qat-q4_0-gguf,12000000000.0,2025-03-12,80927,False
google,gemma-3-4b-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-3-4b-it-qat-q4_0-gguf,4000000000.0,2025-03-12,5113,False
google,gemma-3-1b-it,https://huggingface.co/google/gemma-3-1b-it,1000000000.0,2025-03-10,2584082,False
google,gemma-3-1b-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-3-1b-it-qat-q4_0-gguf,1000000000.0,2025-03-10,2150,False
google,shieldgemma-2-4b-it,https://huggingface.co/google/shieldgemma-2-4b-it,4000000000.0,2025-03-04,1690,False
google,gemma-3-27b-it,https://huggingface.co/google/gemma-3-27b-it,27000000000.0,2025-03-01,396753,True
google,gemma-3-12b-it,https://huggingface.co/google/gemma-3-12b-it,12000000000.0,2025-03-01,315472,False
google,gemma-3-4b-it,https://huggingface.co/google/gemma-3-4b-it,4000000000.0,2025-02-20,1111818,False
google,gemma-2-2b-jpn-it,https://huggingface.co/google/gemma-2-2b-jpn-it,2000000000.0,2024-09-25,12494,False
google,gemma-7b-aps-it,https://huggingface.co/google/gemma-7b-aps-it,7000000000.0,2024-09-06,1894,False
google,gemma-2b-aps-it,https://huggingface.co/google/gemma-2b-aps-it,2000000000.0,2024-09-06,122,False
google,datagemma-rig-27b-it,https://huggingface.co/google/datagemma-rig-27b-it,27000000000.0,2024-08-27,1739,False
google,datagemma-rag-27b-it,https://huggingface.co/google/datagemma-rag-27b-it,27000000000.0,2024-08-26,2064,False
google,gemma-2-2b-it-GGUF,https://huggingface.co/google/gemma-2-2b-it-GGUF,2000000000.0,2024-07-17,115,False
google,gemma-2-2b-it,https://huggingface.co/google/gemma-2-2b-it,2000000000.0,2024-07-16,480728,True
google,shieldgemma-2b,https://huggingface.co/google/shieldgemma-2b,2000000000.0,2024-07-16,3261,False
google,shieldgemma-9b,https://huggingface.co/google/shieldgemma-9b,9000000000.0,2024-07-16,2242,False
google,shieldgemma-27b,https://huggingface.co/google/shieldgemma-27b,27000000000.0,2024-07-16,26,False
google,gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,9000000000.0,2024-06-24,155608,True
google,gemma-2-27b-it,https://huggingface.co/google/gemma-2-27b-it,27000000000.0,2024-06-24,86403,False
google,gemma-2-instruct-9b-keras,https://huggingface.co/google/gemma-2-instruct-9b-keras,9000000000.0,2024-06-24,5,False
google,recurrentgemma-9b-it,https://huggingface.co/google/recurrentgemma-9b-it,9000000000.0,2024-06-07,74,False
google,codegemma-1.1-7b-it,https://huggingface.co/google/codegemma-1.1-7b-it,7000000000.0,2024-04-30,244,False
google,recurrentgemma-2b-it,https://huggingface.co/google/recurrentgemma-2b-it,2000000000.0,2024-04-08,2685,False
google,gemma-1.1-2b-it,https://huggingface.co/google/gemma-1.1-2b-it,2000000000.0,2024-03-26,184675,False
google,gemma-1.1-7b-it,https://huggingface.co/google/gemma-1.1-7b-it,7000000000.0,2024-03-26,14734,False
google,codegemma-7b-it,https://huggingface.co/google/codegemma-7b-it,7000000000.0,2024-03-21,4714,False
google,gemma-7b-it,https://huggingface.co/google/gemma-7b-it,7000000000.0,2024-02-13,93163,False
google,gemma-2b-it,https://huggingface.co/google/gemma-2b-it,2000000000.0,2024-02-08,255898,False
microsoft,MediPhi-Instruct,https://huggingface.co/microsoft/MediPhi-Instruct,,2025-07-11,5060,False
microsoft,Phi-tiny-MoE-instruct,https://huggingface.co/microsoft/Phi-tiny-MoE-instruct,,2025-06-23,2871,False
microsoft,Phi-mini-MoE-instruct,https://huggingface.co/microsoft/Phi-mini-MoE-instruct,,2025-06-23,1849,False
microsoft,Phi-4-mini-flash-reasoning,https://huggingface.co/microsoft/Phi-4-mini-flash-reasoning,,2025-06-19,19464,False
microsoft,GUI-Actor-Verifier-2B,https://huggingface.co/microsoft/GUI-Actor-Verifier-2B,2000000000.0,2025-06-03,422,False
microsoft,GUI-Actor-7B-Qwen2-VL,https://huggingface.co/microsoft/GUI-Actor-7B-Qwen2-VL,7000000000.0,2025-06-01,1099,False
microsoft,GUI-Actor-7B-Qwen2.5-VL,https://huggingface.co/microsoft/GUI-Actor-7B-Qwen2.5-VL,7000000000.0,2025-06-01,718,False
microsoft,GUI-Actor-3B-Qwen2.5-VL,https://huggingface.co/microsoft/GUI-Actor-3B-Qwen2.5-VL,3000000000.0,2025-06-01,528,False
microsoft,GUI-Actor-2B-Qwen2-VL,https://huggingface.co/microsoft/GUI-Actor-2B-Qwen2-VL,2000000000.0,2025-06-01,162,False
microsoft,MediPhi-MedWiki,https://huggingface.co/microsoft/MediPhi-MedWiki,,2025-05-30,26,False
microsoft,MediPhi-Guidelines,https://huggingface.co/microsoft/MediPhi-Guidelines,,2025-05-30,23,False
microsoft,MediPhi-Clinical,https://huggingface.co/microsoft/MediPhi-Clinical,,2025-05-29,576,False
microsoft,MediPhi-MedCode,https://huggingface.co/microsoft/MediPhi-MedCode,,2025-05-29,382,False
microsoft,MediPhi-PubMed,https://huggingface.co/microsoft/MediPhi-PubMed,,2025-05-28,487,False
microsoft,NextCoder-7B,https://huggingface.co/microsoft/NextCoder-7B,7000000000.0,2025-05-03,1139,False
microsoft,NextCoder-32B,https://huggingface.co/microsoft/NextCoder-32B,32000000000.0,2025-05-03,1062,False
microsoft,NextCoder-14B,https://huggingface.co/microsoft/NextCoder-14B,14000000000.0,2025-05-03,243,False
microsoft,Phi-4-mini-reasoning,https://huggingface.co/microsoft/Phi-4-mini-reasoning,,2025-04-29,21108,False
microsoft,Phi-4-reasoning-plus,https://huggingface.co/microsoft/Phi-4-reasoning-plus,,2025-04-17,11195,False
microsoft,MAI-DS-R1-FP8,https://huggingface.co/microsoft/MAI-DS-R1-FP8,,2025-04-16,1905,False
microsoft,MAI-DS-R1,https://huggingface.co/microsoft/MAI-DS-R1,,2025-04-16,822,False
microsoft,bitnet-b1.58-2B-4T,https://huggingface.co/microsoft/bitnet-b1.58-2B-4T,2000000000.0,2025-04-15,5025,False
microsoft,bitnet-b1.58-2B-4T-gguf,https://huggingface.co/microsoft/bitnet-b1.58-2B-4T-gguf,2000000000.0,2025-04-15,4301,False
microsoft,bitnet-b1.58-2B-4T-bf16,https://huggingface.co/microsoft/bitnet-b1.58-2B-4T-bf16,2000000000.0,2025-04-15,2210,False
microsoft,Phi-4-reasoning,https://huggingface.co/microsoft/Phi-4-reasoning,,2025-04-09,8247,False
microsoft,Phi-4-mini-instruct-onnx,https://huggingface.co/microsoft/Phi-4-mini-instruct-onnx,,2025-02-25,113,False
microsoft,Phi-4-multimodal-instruct-onnx,https://huggingface.co/microsoft/Phi-4-multimodal-instruct-onnx,,2025-02-25,51,False
microsoft,Phi-4-multimodal-instruct,https://huggingface.co/microsoft/Phi-4-multimodal-instruct,,2025-02-24,437281,False
microsoft,Magma-8B,https://huggingface.co/microsoft/Magma-8B,8000000000.0,2025-02-23,12072,False
microsoft,Phi-4-mini-instruct,https://huggingface.co/microsoft/Phi-4-mini-instruct,,2025-02-19,181418,False
microsoft,MediPhi,https://huggingface.co/microsoft/MediPhi,,2025-02-03,222,False
microsoft,phi-4-gguf,https://huggingface.co/microsoft/phi-4-gguf,,2025-01-08,9554,False
microsoft,phi-4,https://huggingface.co/microsoft/phi-4,,2024-12-11,638963,True
microsoft,LLM2CLIP-Llama-3.2-1B-Instruct-CC-Finetuned,https://huggingface.co/microsoft/LLM2CLIP-Llama-3.2-1B-Instruct-CC-Finetuned,1000000000.0,2024-11-30,542,False
microsoft,LLM2CLIP-Llama-3-8B-Instruct-CC-Finetuned,https://huggingface.co/microsoft/LLM2CLIP-Llama-3-8B-Instruct-CC-Finetuned,8000000000.0,2024-11-16,3831,False
microsoft,Phi-3.5-vision-instruct-onnx,https://huggingface.co/microsoft/Phi-3.5-vision-instruct-onnx,,2024-11-08,33,False
microsoft,Phi-3-vision-128k-instruct-onnx,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx,,2024-11-08,13,False
microsoft,Phi-3.5-mini-instruct-onnx,https://huggingface.co/microsoft/Phi-3.5-mini-instruct-onnx,,2024-09-12,833,False
microsoft,GRIN-MoE,https://huggingface.co/microsoft/GRIN-MoE,,2024-09-10,304,False
microsoft,kosmos-2.5-chat,https://huggingface.co/microsoft/kosmos-2.5-chat,,2024-08-22,4,False
microsoft,Phi-3.5-MoE-instruct,https://huggingface.co/microsoft/Phi-3.5-MoE-instruct,,2024-08-17,176390,False
microsoft,Phi-3.5-vision-instruct,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,,2024-08-16,483409,False
microsoft,Phi-3.5-mini-instruct,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,2024-08-16,212990,False
microsoft,maira-2,https://huggingface.co/microsoft/maira-2,,2024-07-29,9504,False
microsoft,mistral-7b-instruct-v0.2-ONNX,https://huggingface.co/microsoft/mistral-7b-instruct-v0.2-ONNX,7000000000.0,2024-05-20,17,False
microsoft,Phi-3-vision-128k-instruct,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct,,2024-05-19,38298,False
microsoft,Phi-3-medium-128k-instruct-onnx-cpu,https://huggingface.co/microsoft/Phi-3-medium-128k-instruct-onnx-cpu,,2024-05-19,34,False
microsoft,Phi-3-vision-128k-instruct-onnx-cpu,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx-cpu,,2024-05-19,28,False
microsoft,Phi-3-medium-4k-instruct-onnx-cpu,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct-onnx-cpu,,2024-05-19,16,False
microsoft,Phi-3-small-8k-instruct-onnx-cuda,https://huggingface.co/microsoft/Phi-3-small-8k-instruct-onnx-cuda,,2024-05-19,16,False
microsoft,Phi-3-medium-4k-instruct-onnx-cuda,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct-onnx-cuda,,2024-05-19,15,False
microsoft,Phi-3-medium-4k-instruct-onnx-directml,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct-onnx-directml,,2024-05-19,13,False
microsoft,Phi-3-medium-128k-instruct-onnx-directml,https://huggingface.co/microsoft/Phi-3-medium-128k-instruct-onnx-directml,,2024-05-19,12,False
microsoft,Phi-3-vision-128k-instruct-onnx-cuda,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx-cuda,,2024-05-19,10,False
microsoft,Phi-3-vision-128k-instruct-onnx-directml,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct-onnx-directml,,2024-05-19,9,False
microsoft,Phi-3-medium-128k-instruct-onnx-cuda,https://huggingface.co/microsoft/Phi-3-medium-128k-instruct-onnx-cuda,,2024-05-19,9,False
microsoft,Phi-3-mini-4k-instruct-onnx-web,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct-onnx-web,,2024-05-17,939,False
microsoft,llava-med-v1.5-mistral-7b,https://huggingface.co/microsoft/llava-med-v1.5-mistral-7b,7000000000.0,2024-05-14,8710,False
microsoft,Phi-3-medium-4k-instruct,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct,,2024-05-07,15357,False
microsoft,Phi-3-medium-128k-instruct,https://huggingface.co/microsoft/Phi-3-medium-128k-instruct,,2024-05-07,7126,False
microsoft,Phi-3-small-8k-instruct,https://huggingface.co/microsoft/Phi-3-small-8k-instruct,,2024-05-07,4732,False
microsoft,Phi-3-small-128k-instruct,https://huggingface.co/microsoft/Phi-3-small-128k-instruct,,2024-05-07,3267,False
microsoft,Phi-3-mini-4k-instruct-onnx,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct-onnx,,2024-04-23,15842,False
microsoft,Phi-3-mini-128k-instruct-onnx,https://huggingface.co/microsoft/Phi-3-mini-128k-instruct-onnx,,2024-04-23,943,False
microsoft,Phi-3-mini-128k-instruct,https://huggingface.co/microsoft/Phi-3-mini-128k-instruct,,2024-04-22,960284,False
microsoft,Phi-3-mini-4k-instruct,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,,2024-04-22,470689,False
microsoft,Phi-3-mini-4k-instruct-gguf,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct-gguf,,2024-04-22,60956,False
microsoft,wavecoder-ultra-6.7b,https://huggingface.co/microsoft/wavecoder-ultra-6.7b,6700000000.0,2024-04-11,3374,False
microsoft,GODEL-v1_1-large-seq2seq,https://huggingface.co/microsoft/GODEL-v1_1-large-seq2seq,,2022-10-19,271,False
microsoft,GODEL-v1_1-base-seq2seq,https://huggingface.co/microsoft/GODEL-v1_1-base-seq2seq,,2022-10-18,942,False
microsoft,DialoGPT-medium,https://huggingface.co/microsoft/DialoGPT-medium,,2022-03-02,1189159,False
microsoft,DialoGPT-large,https://huggingface.co/microsoft/DialoGPT-large,,2022-03-02,365944,False
microsoft,DialoGPT-small,https://huggingface.co/microsoft/DialoGPT-small,,2022-03-02,178256,False
tiiuae,Falcon-H1-34B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-H1-34B-Instruct-GGUF,34000000000.0,2025-05-13,2610,False
tiiuae,Falcon-H1-7B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-H1-7B-Instruct-GGUF,7000000000.0,2025-05-13,2575,False
tiiuae,Falcon-H1-0.5B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-H1-0.5B-Instruct-GGUF,500000000.0,2025-05-13,1807,False
tiiuae,Falcon-H1-1.5B-Deep-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Deep-Instruct-GGUF,1500000000.0,2025-05-13,1201,False
tiiuae,Falcon-H1-1.5B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Instruct-GGUF,1500000000.0,2025-05-13,1099,False
tiiuae,Falcon-H1-3B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-H1-3B-Instruct-GGUF,3000000000.0,2025-05-13,1077,False
tiiuae,Falcon-H1-34B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon-H1-34B-Instruct-GPTQ-Int4,34000000000.0,2025-05-12,120,False
tiiuae,Falcon-H1-7B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon-H1-7B-Instruct-GPTQ-Int4,7000000000.0,2025-05-12,48,False
tiiuae,Falcon-H1-34B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon-H1-34B-Instruct-GPTQ-Int8,34000000000.0,2025-05-12,44,False
tiiuae,Falcon-H1-1.5B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Instruct-GPTQ-Int8,1500000000.0,2025-05-12,38,False
